id_origem,id_os,id_admissao,dt_inclusao,cod_proprietario
3,0,57641,2019-08-08,25475
1,0,57645,2019-08-08,424
1,0,57646,2019-08-08,25151
1,0,57653,2019-08-08,23379
2,0,57656,2019-08-08,25335
1,0,57662,2019-08-08,25169
1,0,57663,2019-08-08,21348
2,0,57666,2019-08-08,25476
6,0,57667,2019-08-09,25477
1,0,57669,2019-08-09,24947
2,0,57672,2019-08-09,25478
1,0,57673,2019-08-09,15267
1,0,57674,2019-08-09,15747
1,0,57677,2019-08-09,4693
1,0,57678,2019-08-09,25415
1,0,57681,2019-08-09,25239
2,0,57682,2019-08-09,24728
1,0,57683,2019-08-09,1026
1,0,57684,2019-08-09,25115
1,104986,0,2019-08-09,4737
4,0,57688,2019-08-09,25480
1,0,57694,2019-08-09,6857
1,0,57699,2019-08-10,25456
1,0,57700,2019-08-10,8992
1,0,57701,2019-08-10,13021
4,0,57702,2019-08-10,25481
1,0,57704,2019-08-10,23045
1,0,57705,2019-08-10,12134
1,105010,0,2019-08-10,21317
3,0,57706,2019-08-10,25482
1,0,57707,2019-08-10,10055
1,0,57711,2019-08-10,18823
1,0,57712,2019-08-10,23506
2,0,57712,2019-08-10,23506
4,0,57710,2019-08-10,25483
5,0,57710,2019-08-10,25483
4,0,57709,2019-08-10,25483
5,0,57709,2019-08-10,25483
1,0,57713,2019-08-10,24966
1,0,57714,2019-08-10,20255
1,0,57716,2019-08-10,20223
1,0,57721,2019-08-11,23666
1,0,57722,2019-08-11,66
1,0,57723,2019-08-11,12969
2,0,57725,2019-08-11,25485
4,0,57726,2019-08-11,25486
1,0,57659,2019-08-11,23705
2,0,57659,2019-08-11,23705
1,0,57421,2019-08-11,16205
2,0,57421,2019-08-11,16205
4,0,57730,2019-08-12,25487
1,0,57732,2019-08-12,18431
1,0,57734,2019-08-12,9833
1,0,57735,2019-08-12,1151
1,0,57736,2019-08-12,25405
1,0,57739,2019-08-12,24403
1,0,57741,2019-08-12,24411
1,0,57743,2019-08-12,17941
1,0,57744,2019-08-12,20658
1,0,57746,2019-08-12,9134
1,0,57748,2019-08-12,25488
1,0,57749,2019-08-12,24567
1,0,57750,2019-08-12,11742
1,0,57754,2019-08-13,25414
1,0,57760,2019-08-13,25389
2,0,57762,2019-08-13,25490
1,0,57765,2019-08-13,13708
1,0,57772,2019-08-13,25264
0,0,0,2019-08-14,25273
3,0,0,2019-08-14,25491
1,0,57782,2019-08-14,22685
1,105141,0,2019-08-14,20766
1,0,0,2019-08-14,13383
6,0,57789,2019-08-14,25492
1,0,57790,2019-08-14,24853
1,0,57791,2019-08-14,19601
4,0,57792,2019-08-14,25493
3,0,57793,2019-08-14,25494
3,0,57798,2019-08-14,25495
1,0,57800,2019-08-15,23402
3,0,57802,2019-08-15,25496
1,0,57803,2019-08-15,9394
1,0,57807,2019-08-15,633
1,0,57808,2019-08-15,22108
1,105183,0,2019-08-15,13878
1,0,57816,2019-08-15,25261
1,0,57820,2019-08-15,22244
1,0,57823,2019-08-15,23535
1,0,57826,2019-08-16,21309
2,0,57832,2019-08-16,25497
1,0,57834,2019-08-16,16177
1,0,57836,2019-08-16,21449
3,0,57837,2019-08-16,25498
1,0,57838,2019-08-16,24603
1,0,57840,2019-08-16,25499
1,0,57845,2019-08-16,15661
4,105255,0,2019-08-16,25500
1,0,57854,2019-08-16,25361
1,0,57855,2019-08-16,25501
2,0,57856,2019-08-16,25502
1,0,57858,2019-08-17,22676
1,0,57860,2019-08-17,22629
1,0,57862,2019-08-17,25437
1,0,57863,2019-08-17,21202
2,0,57864,2019-08-17,25503
1,0,57865,2019-08-17,23121
1,0,57870,2019-08-17,25185
1,0,57875,2019-08-17,12765
4,105294,0,2019-08-17,25504
3,0,57879,2019-08-17,25505
1,0,57889,2019-08-18,25401
1,0,57890,2019-08-18,9175
1,0,57891,2019-08-18,25506
3,0,57892,2019-08-18,25507
1,0,57895,2019-08-18,17847
1,0,57896,2019-08-18,19832
1,0,57902,2019-08-19,1137
1,105340,0,2019-08-19,22920
1,0,57903,2019-08-19,7992
1,0,57904,2019-08-19,7766
1,105345,0,2019-08-19,146
1,0,57908,2019-08-19,1020
4,105356,0,2019-08-19,25509
4,0,57921,2019-08-19,25510
3,0,57921,2019-08-19,25510
2,0,57924,2019-08-19,25511
6,0,57926,2019-08-19,25512
1,0,57927,2019-08-19,25098
3,0,57929,2019-08-20,25513
1,0,57930,2019-08-20,1949
1,0,57931,2019-08-20,24495
1,0,57932,2019-08-20,21233
1,0,57933,2019-08-20,13840
1,0,57942,2019-08-20,25097
1,0,57945,2019-08-20,25108
1,0,57946,2019-08-20,25453
1,0,57948,2019-08-20,19778
1,0,57949,2019-08-20,23879
1,0,57950,2019-08-21,8896
1,0,57918,2019-08-21,23705
1,0,57954,2019-08-21,466
1,0,57955,2019-08-21,13420
4,0,57956,2019-08-21,25515
1,0,57958,2019-08-21,19082
1,105409,0,2019-08-21,25378
1,0,57965,2019-08-21,9548
4,0,57967,2019-08-21,25517
4,0,57969,2019-08-22,25518
1,0,57974,2019-08-22,20180
4,0,57975,2019-08-22,25519
1,0,57978,2019-08-22,25516
1,0,57998,2019-08-22,15272
1,0,58000,2019-08-22,25520
1,0,58005,2019-08-23,17920
1,0,58006,2019-08-23,18722
1,0,58007,2019-08-23,19035
1,0,58010,2019-08-23,24398
6,0,58015,2019-08-23,25521
1,0,58016,2019-08-23,24799
1,0,58017,2019-08-24,22234
1,0,58024,2019-08-24,13398
1,105480,0,2019-08-24,5728
4,0,58028,2019-08-24,25522
1,0,58029,2019-08-24,24007
3,0,58030,2019-08-24,25523
1,105486,0,2019-08-24,89
6,0,58032,2019-08-24,25526
1,0,58034,2019-08-25,7806
5,0,58036,2019-08-25,25527
1,0,58038,2019-08-25,14380
1,0,58040,2019-08-25,7317
0,0,58035,2019-08-25,25522
6,0,58042,2019-08-25,25528
1,0,58046,2019-08-26,24934
1,0,58047,2019-08-26,11735
1,0,58048,2019-08-26,8618
2,0,58054,2019-08-26,25529
1,0,58055,2019-08-26,11596
1,0,58062,2019-08-26,14577
1,0,58064,2019-08-26,3117
1,0,58068,2019-08-26,3058
2,0,58070,2019-08-26,25530
1,0,58077,2019-08-27,24496
1,0,58078,2019-08-27,13266
1,0,58081,2019-08-27,21806
1,0,58085,2019-08-27,25179
1,0,58088,2019-08-27,19077
1,0,58089,2019-08-27,22847
1,0,58092,2019-08-27,25394
1,0,58105,2019-08-28,4439
1,0,58109,2019-08-28,23310
1,0,58050,2019-08-28,25404
6,105649,0,2019-08-28,25532
1,0,58131,2019-08-29,6921
1,0,58134,2019-08-29,2931
2,0,58136,2019-08-29,25533
1,0,58138,2019-08-29,19236
4,0,58139,2019-08-29,25534
3,0,58139,2019-08-29,25534
1,0,58155,2019-08-29,23342
1,0,58158,2019-08-29,25037
6,0,58163,2019-08-30,25535
1,0,58171,2019-08-30,18866
1,0,58177,2019-08-30,15001
1,105728,0,2019-08-30,18399
1,0,58183,2019-08-31,24336
3,0,58184,2019-08-31,25536
4,0,58185,2019-08-31,25537
3,0,58193,2019-08-31,25539
1,0,58195,2019-08-31,18646
1,0,58198,2019-08-31,17302
6,105754,0,2019-08-31,25540
3,0,58204,2019-08-31,25541
1,0,58206,2019-08-31,21752
1,0,58208,2019-09-01,21539
4,0,58210,2019-09-01,25542
1,0,58213,2019-09-01,25543
4,0,58215,2019-09-01,25544
1,0,58222,2019-09-02,17874
1,0,58223,2019-09-02,21379
2,105795,0,2019-09-02,25545
1,0,58230,2019-09-02,14009
1,0,58232,2019-09-02,15526
1,0,58242,2019-09-02,23368
1,105809,0,2019-09-02,24249
1,0,58243,2019-09-02,22498
3,105819,0,2019-09-02,25546
3,0,58244,2019-09-02,25547
1,0,58246,2019-09-02,14879
1,0,58248,2019-09-03,25344
1,105835,0,2019-09-03,20203
1,0,58258,2019-09-03,19074
1,0,58260,2019-09-03,23971
1,0,58262,2019-09-03,17761
2,0,58263,2019-09-03,25548
1,0,58264,2019-09-03,25288
1,0,58269,2019-09-03,25420
1,0,58270,2019-09-03,2970
1,0,58277,2019-09-03,24922
3,0,58280,2019-09-03,25549
4,0,58284,2019-09-03,25550
1,0,58288,2019-09-04,5805
1,0,58290,2019-09-04,11003
1,0,58291,2019-09-04,9937
1,105908,0,2019-09-04,25551
1,0,58297,2019-09-04,25181
1,0,58298,2019-09-04,25192
1,0,58299,2019-09-04,8024
1,0,58301,2019-09-04,23742
3,0,58302,2019-09-04,25553
1,0,58309,2019-09-05,25205
1,0,58310,2019-09-05,10879
1,0,58313,2019-09-05,7211
1,0,58314,2019-09-05,24688
1,0,58315,2019-09-05,17756
2,0,58323,2019-09-05,25554
1,0,58324,2019-09-05,20301
1,0,58338,2019-09-06,25067
5,0,58348,2019-09-06,25555
5,0,58351,2019-09-07,25556
1,0,58353,2019-09-07,21163
1,0,58354,2019-09-07,24700
4,0,58357,2019-09-07,25557
4,0,58358,2019-09-07,25558
4,0,58359,2019-09-07,25559
1,0,58360,2019-09-07,23447
1,0,58363,2019-09-07,22966
6,0,58366,2019-09-07,25561
1,0,58368,2019-09-07,14061
2,0,58369,2019-09-07,25562
1,0,58372,2019-09-08,22227
3,0,58375,2019-09-08,25563
1,0,58384,2019-09-08,11675
1,0,58385,2019-09-08,6349
5,0,58386,2019-09-08,25564
1,0,58387,2019-09-08,22972
2,0,58389,2019-09-08,25565
3,0,58390,2019-09-08,25566
3,0,58393,2019-09-08,25567
1,0,58394,2019-09-08,12192
1,0,58396,2019-09-09,9611
1,0,58397,2019-09-09,22639
1,0,58409,2019-09-09,24448
1,0,58418,2019-09-09,14832
1,0,58303,2019-09-09,23705
1,0,58425,2019-09-09,24784
1,0,58426,2019-09-09,5346
4,0,58427,2019-09-09,25570
3,106134,0,2019-09-09,25571
1,0,58430,2019-09-09,18760
4,0,58432,2019-09-10,25572
1,0,58436,2019-09-10,25573
1,0,58439,2019-09-10,23033
1,0,58441,2019-09-10,24695
1,0,58445,2019-09-10,2913
2,0,58445,2019-09-10,2913
4,0,58448,2019-09-10,25574
4,106161,0,2019-09-10,25575
1,0,58456,2019-09-10,5913
1,0,58459,2019-09-10,19931
1,0,58460,2019-09-10,7203
1,0,58450,2019-09-10,11675
1,0,58468,2019-09-11,4862
1,0,58475,2019-09-11,24905
1,0,58478,2019-09-11,22285
1,0,58484,2019-09-11,12049
1,106208,0,2019-09-11,13417
1,0,58492,2019-09-11,17868
1,0,58493,2019-09-11,22459
1,106223,0,2019-09-11,10077
1,0,58504,2019-09-11,19211
1,0,58505,2019-09-11,16187
1,0,58506,2019-09-11,15680
1,0,58508,2019-09-12,11598
1,106238,0,2019-09-12,16766
1,0,58511,2019-09-12,23008
3,0,58526,2019-09-12,25579
2,0,58527,2019-09-12,25580
1,0,58532,2019-09-13,4713
6,0,58536,2019-09-13,25581
1,0,58538,2019-09-13,15969
1,0,58540,2019-09-13,3054
1,0,58556,2019-09-13,19994
1,0,58558,2019-09-14,15816
1,0,58571,2019-09-14,23028
1,0,58572,2019-09-14,19683
1,0,58574,2019-09-14,20379
1,0,58576,2019-09-14,21227
1,0,58581,2019-09-14,24320
1,106397,0,2019-09-15,25584
3,106397,0,2019-09-15,25584
1,0,58586,2019-09-15,24230
1,0,58587,2019-09-15,19053
1,0,58588,2019-09-15,4789
1,0,58591,2019-09-15,21737
1,0,58593,2019-09-15,243
3,0,58594,2019-09-15,25585
3,0,58596,2019-09-15,25586
5,0,58596,2019-09-15,25586
1,0,58598,2019-09-15,25587
4,0,58598,2019-09-15,25587
3,0,58598,2019-09-15,25587
2,0,58601,2019-09-15,25588
1,0,58604,2019-09-15,3813
1,0,58605,2019-09-15,4894
1,0,58608,2019-09-16,11195
1,0,58610,2019-09-16,21956
1,0,58615,2019-09-16,9553
2,0,58626,2019-09-16,25589
1,0,58628,2019-09-16,25373
4,0,58631,2019-09-16,25590
0,106515,0,2019-09-16,23670
2,0,58639,2019-09-17,25591
1,0,58643,2019-09-17,3778
1,0,58645,2019-09-17,10263
1,0,58651,2019-09-17,948
1,0,58652,2019-09-17,873
2,0,58655,2019-09-17,25592
1,0,58657,2019-09-17,23265
1,0,58659,2019-09-17,18476
3,106565,0,2019-09-17,25595
1,0,58668,2019-09-17,16701
1,0,58670,2019-09-18,25058
1,0,58675,2019-09-18,23225
1,0,58681,2019-09-18,22719
1,0,58682,2019-09-18,25576
6,0,58693,2019-09-18,25597
5,0,58693,2019-09-18,25597
1,0,58694,2019-09-18,25593
1,0,58698,2019-09-18,10328
3,0,58701,2019-09-18,25598
1,0,58705,2019-09-18,7333
2,0,58706,2019-09-18,25599
1,0,58707,2019-09-18,20838
1,0,58710,2019-09-18,24126
3,106613,0,2019-09-18,25600
1,0,58711,2019-09-18,19823
1,106627,0,2019-09-19,23024
1,0,58715,2019-09-19,1954
1,0,58721,2019-09-19,3811
1,106636,0,2019-09-19,23507
1,0,58725,2019-09-19,22656
1,0,58729,2019-09-19,19940
1,0,58730,2019-09-19,3942
1,0,58737,2019-09-19,3661
1,0,58739,2019-09-19,24085
6,0,58745,2019-09-19,25601
5,0,58745,2019-09-19,25601
2,0,58763,2019-09-20,25602
1,0,58792,2019-09-20,12995
4,0,58793,2019-09-21,25604
1,0,58796,2019-09-21,6669
1,0,58799,2019-09-21,23889
1,0,58800,2019-09-21,24242
1,0,58801,2019-09-21,23838
1,0,58803,2019-09-21,23557
1,0,58805,2019-09-21,23158
6,0,58812,2019-09-21,25605
1,0,58813,2019-09-21,20156
1,0,58814,2019-09-22,23822
4,0,58816,2019-09-22,25606
6,0,58816,2019-09-22,25606
2,0,58820,2019-09-22,25607
2,0,58823,2019-09-22,25608
2,0,58825,2019-09-22,25609
3,0,58827,2019-09-22,25610
3,0,58830,2019-09-22,25611
1,0,58641,2019-09-23,16205
1,0,58835,2019-09-23,15692
1,0,58836,2019-09-23,24560
2,0,58859,2019-09-23,25613
5,0,58859,2019-09-23,25613
1,106870,0,2019-09-24,8090
1,0,58876,2019-09-24,11947
1,0,58877,2019-09-24,24923
2,0,58879,2019-09-24,19053
1,0,58863,2019-09-24,18762
1,0,58817,2019-09-24,4894
3,0,58908,2019-09-25,25618
2,0,58908,2019-09-25,25618
2,0,58910,2019-09-25,25619
1,0,58911,2019-09-26,24815
1,0,58918,2019-09-26,20664
1,0,58926,2019-09-26,23826
6,0,58929,2019-09-26,25621
1,0,58930,2019-09-27,9480
1,0,58938,2019-09-27,23552
5,0,58939,2019-09-27,25622
1,0,58941,2019-09-27,19275
3,0,58942,2019-09-27,25623
1,0,58944,2019-09-27,17755
1,0,58972,2019-09-28,19426
1,0,58973,2019-09-28,24937
1,0,58981,2019-09-28,7977
5,107026,0,2019-09-28,25624
2,0,58993,2019-09-28,25625
1,0,58996,2019-09-28,19330
2,0,58996,2019-09-28,19330
1,107032,0,2019-09-28,24908
3,0,58998,2019-09-28,25626
3,0,58999,2019-09-28,25627
4,0,59001,2019-09-29,25628
1,0,59004,2019-09-29,12610
1,0,59008,2019-09-29,23671
3,0,59011,2019-09-29,25629
1,0,59014,2019-09-30,20519
4,0,59017,2019-09-30,25630
4,0,59020,2019-09-30,25631
3,0,59027,2019-09-30,25633
1,107106,0,2019-09-30,17894
1,0,59038,2019-09-30,11158
4,0,59039,2019-09-30,25634
4,0,59040,2019-09-30,25635
1,0,59042,2019-10-01,20114
1,0,59043,2019-10-01,25636
1,0,59046,2019-10-01,24180
2,0,59052,2019-10-01,25637
3,0,59053,2019-10-01,25638
3,0,59054,2019-10-01,25639
1,0,59055,2019-10-01,10720
1,0,59057,2019-10-01,13454
3,107155,0,2019-10-02,25640
1,0,59061,2019-10-02,15176
1,0,59062,2019-10-02,23106
1,0,59068,2019-10-02,1155
1,0,59074,2019-10-02,24114
1,0,59076,2019-10-02,11544
3,0,59079,2019-10-02,25641
6,0,59080,2019-10-02,25642
1,107195,0,2019-10-03,25644
1,0,59097,2019-10-03,1854
1,0,59104,2019-10-03,3354
2,0,59106,2019-10-03,25645
3,0,59110,2019-10-03,25646
1,0,59117,2019-10-03,25074
1,0,59124,2019-10-03,23915
1,0,59126,2019-10-03,17653
2,0,59127,2019-10-03,25648
1,0,59081,2019-10-03,12132
1,107243,0,2019-10-03,25309
1,0,59132,2019-10-03,21387
1,0,59140,2019-10-04,4124
1,0,59146,2019-10-04,1826
1,0,59151,2019-10-04,1692
1,0,59158,2019-10-04,4223
1,0,59159,2019-10-04,6312
1,0,59161,2019-10-04,24576
2,0,59162,2019-10-04,25649
4,0,59165,2019-10-04,25650
3,0,59165,2019-10-04,25650
4,0,59166,2019-10-05,25651
3,0,59166,2019-10-05,25651
1,0,59170,2019-10-05,25434
5,0,59178,2019-10-05,25652
3,0,59180,2019-10-05,25653
2,0,59180,2019-10-05,25653
1,0,59181,2019-10-05,23612
3,107344,0,2019-10-05,25654
3,0,59185,2019-10-05,25655
1,0,59187,2019-10-06,12906
1,0,59192,2019-10-06,2591
1,0,59193,2019-10-06,12953
1,0,59196,2019-10-06,25244
5,0,59197,2019-10-06,25656
1,0,59198,2019-10-06,24994
3,0,59200,2019-10-06,25657
3,0,59202,2019-10-07,25658
3,0,59209,2019-10-07,25659
1,0,59216,2019-10-07,24554
3,0,59219,2019-10-07,25660
1,107427,0,2019-10-07,23365
3,0,59233,2019-10-07,25662
1,0,59237,2019-10-07,15015
1,0,59238,2019-10-07,20496
3,0,59239,2019-10-07,25663
1,0,59241,2019-10-08,20036
2,0,59263,2019-10-08,25664
1,0,59268,2019-10-08,24590
2,0,59274,2019-10-08,10087
1,0,59276,2019-10-08,23398
1,0,59281,2019-10-09,15398
1,0,59293,2019-10-09,17406
3,0,59294,2019-10-09,25666
1,0,59299,2019-10-09,22168
1,107534,0,2019-10-09,9718
1,0,59301,2019-10-09,14755
1,0,59304,2019-10-10,12578
1,0,59306,2019-10-10,9496
2,0,59310,2019-10-10,25667
1,0,59319,2019-10-10,25668
6,0,59322,2019-10-10,25671
1,0,59346,2019-10-10,20147
1,0,59349,2019-10-10,25672
3,0,59353,2019-10-11,25673
1,0,59355,2019-10-11,25674
3,0,59356,2019-10-11,25675
1,0,59357,2019-10-11,12494
2,0,59362,2019-10-11,25676
2,0,59373,2019-10-11,25677
3,0,59374,2019-10-11,25678
1,0,59375,2019-10-11,17705
1,0,59377,2019-10-12,24720
4,0,59378,2019-10-12,25679
1,0,59382,2019-10-12,24431
1,0,59385,2019-10-12,21447
2,0,59387,2019-10-12,25680
4,0,59391,2019-10-12,25681
1,0,59392,2019-10-12,16273
3,0,59394,2019-10-12,25682
3,0,59396,2019-10-12,25683
5,0,59401,2019-10-12,25684
5,0,59402,2019-10-12,25685
5,0,59403,2019-10-13,25686
1,0,59410,2019-10-13,24866
4,107716,0,2019-10-13,25687
1,0,59427,2019-10-14,25643
3,0,59428,2019-10-14,25688
1,0,59429,2019-10-14,25433
3,0,59431,2019-10-14,25689
1,0,59435,2019-10-14,3170
1,0,59436,2019-10-14,24653
1,0,59440,2019-10-14,16646
1,0,59441,2019-10-14,4854
1,107775,0,2019-10-14,25690
2,0,59454,2019-10-14,25691
4,0,59455,2019-10-14,25692
4,0,59456,2019-10-14,25693
1,0,59458,2019-10-15,24998
1,0,59460,2019-10-15,21111
1,0,59471,2019-10-15,22401
1,107809,0,2019-10-15,22616
2,0,59478,2019-10-15,25694
4,0,59489,2019-10-15,25695
1,0,59494,2019-10-15,22495
1,0,59501,2019-10-16,22332
4,0,59502,2019-10-16,25696
1,0,59504,2019-10-16,18873
2,0,59511,2019-10-16,25697
1,107871,0,2019-10-16,6179
1,0,59524,2019-10-17,19305
3,0,59529,2019-10-17,25698
3,0,59545,2019-10-17,25699
1,0,59546,2019-10-17,10168
3,0,59549,2019-10-17,25700
1,0,59553,2019-10-17,24578
2,0,59555,2019-10-17,25701
1,0,59559,2019-10-17,11074
4,0,59560,2019-10-17,25702
1,0,59575,2019-10-18,24995
1,0,59580,2019-10-18,5643
2,0,59583,2019-10-18,25703
3,0,59594,2019-10-18,25707
2,0,59600,2019-10-19,25708
1,0,59609,2019-10-19,3546
1,0,59616,2019-10-19,24998
1,0,59625,2019-10-19,19690
1,0,59627,2019-10-20,24098
3,0,59630,2019-10-20,25709
2,108052,0,2019-10-20,25710
1,0,59636,2019-10-20,18798
4,0,59639,2019-10-20,25712
1,0,59641,2019-10-20,16929
1,0,59643,2019-10-20,22337
3,0,59644,2019-10-20,25713
3,0,59650,2019-10-20,25714
1,0,59654,2019-10-21,17179
1,0,59663,2019-10-21,4012
1,0,59668,2019-10-21,25285
6,0,59669,2019-10-21,25715
4,0,59677,2019-10-21,25716
1,0,59693,2019-10-21,15602
4,0,59694,2019-10-21,25717
4,108134,0,2019-10-21,25718
1,0,59711,2019-10-22,13202
3,0,59720,2019-10-22,25720
2,0,59721,2019-10-22,25721
2,0,59724,2019-10-22,25722
3,0,59726,2019-10-22,25723
1,0,59727,2019-10-22,22997
1,0,59736,2019-10-23,648
1,0,59758,2019-10-24,18077
1,0,59760,2019-10-24,25724
3,0,59769,2019-10-24,25725
1,0,59715,2019-10-24,25719
2,0,59715,2019-10-24,25719
0,0,59791,2019-10-24,23470
4,108288,0,2019-10-24,25726
4,0,59796,2019-10-24,25727
1,0,59805,2019-10-25,17758
1,0,59809,2019-10-25,24195
1,0,59814,2019-10-25,215
2,0,59823,2019-10-25,25729
4,0,59825,2019-10-25,25730
3,0,59826,2019-10-25,25731
3,0,59829,2019-10-25,25732
1,0,59831,2019-10-26,18171
2,108345,0,2019-10-26,25733
1,0,59836,2019-10-26,23728
1,108346,0,2019-10-26,3237
2,0,59841,2019-10-26,25734
1,0,59842,2019-10-26,20070
4,0,59843,2019-10-26,25735
2,0,59845,2019-10-26,25736
2,0,59848,2019-10-26,25737
2,0,59849,2019-10-26,25738
2,0,59850,2019-10-26,25739
5,0,59851,2019-10-26,25740
1,0,59855,2019-10-27,25741
1,0,59857,2019-10-27,23154
6,0,59863,2019-10-27,25742
