cod_tab_preco,nom_tab_preco,ind_ajuste,perc_ajuste,ind_tab_padrao,perc_urgencia,cod_unid_oper,cod_unid_negoc,ind_situacao,cod_tab_desc_progres,ind_aceita_bonus,ind_plano_saude,cod_produto,dat_vigencia,vlr_produto,vlr_prod_urg,vlr_cus_prod,vlr_cus_medio,perc_mrg_lucro,vlr_desc_comis,vlr_desc_apoio,vlr_prod_complementar,vlr_ultima_compra
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,7923,2021-02-03,252.0,252.0,200.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,7948,2021-02-03,108.0,108.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,458,2021-02-03,264.0,264.0,210.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,8723,2021-02-03,30.0,30.0,15.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,8733,2021-02-03,108.0,108.0,80.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,7970,2021-02-03,108.0,108.0,45.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11164,2021-02-03,30.0,30.0,25.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11172,2021-02-03,120.0,120.0,80.0,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11182,2021-02-03,96.0,96.0,50.0,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11310,2021-02-03,54.0,54.0,45.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,7938,2021-02-03,350.0,350.0,350.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11438,2021-02-03,108.0,108.0,54.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11055,2021-02-03,120.0,120.0,70.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11512,2021-02-03,216.0,216.0,130.0,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,257,2021-02-03,108.0,108.0,90.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,29,2021-02-03,30.0,30.0,15.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11524,2021-02-03,240.0,240.0,200.0,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11526,2021-02-03,372.0,372.0,155.0,,,0.0,155.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11571,2021-02-03,312.0,312.0,220.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11605,2021-02-03,34.0,34.0,15.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,7934,2021-02-03,216.0,216.0,110.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11603,2021-02-03,60.0,60.0,25.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11604,2021-02-03,36.0,36.0,15.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11606,2021-02-03,60.0,60.0,25.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11610,2021-02-03,60.0,60.0,25.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11617,2021-02-03,60.0,60.0,25.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11309,2021-02-03,72.0,72.0,30.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11609,2021-02-03,60.0,60.0,25.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11599,2021-02-03,55.0,55.0,12.75,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11608,2021-02-03,60.0,60.0,25.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11600,2021-02-03,30.0,30.0,12.5,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11616,2021-02-03,30.0,30.0,12.5,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11601,2021-02-03,48.0,48.0,20.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11602,2021-02-03,60.0,60.0,25.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11630,2021-02-03,72.0,72.0,30.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11637,2021-02-03,30.0,30.0,12.5,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11491,2021-02-03,60.0,60.0,20.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11651,2021-02-03,60.0,60.0,25.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11652,2021-02-03,408.0,408.0,260.0,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11653,2021-02-03,540.0,540.0,335.0,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11612,2021-02-03,120.0,120.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11621,2021-02-03,150.0,150.0,62.5,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11635,2021-02-03,108.0,108.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11650,2021-02-03,372.0,372.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11649,2021-02-03,336.0,336.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11614,2021-02-03,258.0,258.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11638,2021-02-03,48.0,48.0,20.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11628,2021-02-03,120.0,120.0,65.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11449,2021-02-03,180.0,180.0,100.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11667,2021-02-03,300.0,300.0,250.0,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11762,2021-02-03,61.0,61.0,32.86,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11764,2021-02-03,62.0,62.0,32.86,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11769,2021-02-03,120.0,120.0,65.0,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11770,2021-02-03,84.0,84.0,70.0,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,4165,2021-02-03,240.0,240.0,150.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11565,2021-02-03,156.0,156.0,130.0,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11686,2021-02-03,180.0,180.0,97.5,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11739,2021-02-03,168.0,168.0,91.0,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,3936,2021-02-03,156.0,156.0,100.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,7940,2021-02-03,192.0,192.0,100.0,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11779,2021-02-03,140.0,140.0,91.0,91.0,0.0,,,,91.0
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11777,2021-02-03,260.0,260.0,169.0,169.0,0.0,,,,169.0
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11776,2021-02-03,240.0,240.0,156.0,156.0,0.0,,,,156.0
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11774,2021-02-03,220.0,220.0,100.0,100.0,0.0,0.0,0.0,,100.0
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11773,2021-02-03,220.0,220.0,143.0,143.0,0.0,,,,143.0
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,4438,2021-02-03,,,,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5506,2021-02-03,60.0,60.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5420,2021-02-03,48.0,48.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11046,2021-02-03,30.0,30.0,15.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11570,2021-02-03,264.0,264.0,150.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11511,2021-02-03,240.0,240.0,160.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,3974,2021-02-03,60.0,60.0,30.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,3906,2021-02-03,1044.0,1044.0,600.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5569,2021-02-03,0.0,0.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5800,2021-02-03,42.0,42.0,8.5,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,3897,2021-02-03,720.0,720.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,4153,2021-02-03,480.0,480.0,200.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,3975,2021-02-03,90.0,90.0,50.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,3918,2021-02-03,24.0,24.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,3981,2021-02-03,300.0,300.0,150.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5655,2021-02-03,0.0,0.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,2917,2021-02-03,8.0,8.0,3.32,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,4472,2021-02-03,,,,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11106,2021-02-03,4.0,4.0,2.75,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5423,2021-02-03,0.0,0.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5605,2021-02-03,0.0,0.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5430,2021-02-03,0.0,0.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5445,2021-02-03,211.0,211.0,160.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11109,2021-02-03,0.52,0.52,0.52,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5361,2021-02-03,0.0,0.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,4414,2021-02-03,,,,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,4841,2021-02-03,,,,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,7921,2021-02-03,108.0,108.0,90.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,4546,2021-02-03,,,,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,4298,2021-02-03,,,,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,4539,2021-02-03,,,,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5501,2021-02-03,0.0,0.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,4548,2021-02-03,,,,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,4832,2021-02-03,,,,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,9438,2021-02-03,90.0,90.0,30.28,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11073,2021-02-03,0.0,0.0,0.0,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5599,2021-02-03,0.01,0.01,0.01,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,28,2021-02-03,55.0,55.0,20.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,4390,2021-02-03,10.0,10.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,4389,2021-02-03,9.0,9.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,9441,2021-02-03,36.0,36.0,15.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,136,2021-02-03,,,,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5492,2021-02-03,0.39,0.39,0.39,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5628,2021-02-03,35.0,35.0,24.62,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5632,2021-02-03,40.0,40.0,27.87,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5677,2021-02-03,38.0,38.0,26.64,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,3989,2021-02-03,600.0,600.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,3885,2021-02-03,2616.0,2616.0,1600.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,3886,2021-02-03,936.0,936.0,600.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,3889,2021-02-03,1560.0,1560.0,950.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,3890,2021-02-03,234.0,234.0,150.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,3891,2021-02-03,540.0,540.0,250.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,3900,2021-02-03,1140.0,1140.0,500.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,3914,2021-02-03,192.0,192.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5395,2021-02-03,96.0,96.0,96.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,3985,2021-02-03,450.0,450.0,250.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,3988,2021-02-03,3600.0,3600.0,2000.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,3998,2021-02-03,1800.0,1800.0,1000.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,4079,2021-02-03,1800.0,1800.0,500.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5619,2021-02-03,0.0,0.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5620,2021-02-03,112.0,112.0,77.52,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5621,2021-02-03,65.0,65.0,45.2,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11341,2021-02-03,30.0,30.0,16.25,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11163,2021-02-03,54.0,54.0,25.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5570,2021-02-03,0.0,0.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,4778,2021-02-03,,,,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11786,2021-02-03,200.0,200.0,130.0,130.0,0.0,,,,130.0
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11788,2021-02-03,250.0,250.0,162.5,162.5,0.0,,,,162.5
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11787,2021-02-03,200.0,200.0,130.0,130.0,0.0,,,,130.0
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11801,2021-02-03,220.0,220.0,143.0,143.0,0.0,,,,143.0
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11799,2021-02-03,210.0,210.0,136.5,136.5,0.0,,,,136.5
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11800,2021-02-03,220.0,220.0,143.0,143.0,0.0,,,,143.0
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11802,2021-02-03,240.0,240.0,156.0,156.0,0.0,,,,156.0
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11796,2021-02-03,240.0,240.0,156.0,156.0,0.0,,,,156.0
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11794,2021-02-03,220.0,220.0,143.0,143.0,0.0,,,,143.0
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11809,2021-02-03,260.0,260.0,169.0,169.0,0.0,,,,169.0
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11808,2021-02-03,240.0,240.0,156.0,156.0,0.0,,,,156.0
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11806,2021-02-03,220.0,220.0,143.0,143.0,0.0,,,,143.0
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11783,2021-02-03,160.0,160.0,104.0,104.0,0.0,,,,104.0
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11780,2021-02-03,150.0,150.0,97.5,97.5,0.0,,,,97.5
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5567,2021-02-03,0.0,0.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,2860,2021-02-03,22.0,22.0,10.93,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,2868,2021-02-03,7.0,7.0,0.0,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11102,2021-02-03,30.0,30.0,25.0,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,171,2021-02-03,,,,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,9531,2021-02-03,30.0,30.0,20.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,300,2021-02-03,60.0,60.0,15.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,162,2021-02-03,36.0,36.0,20.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,55,2021-02-03,54.0,54.0,25.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,6940,2021-02-03,8.0,8.0,3.32,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5383,2021-02-03,0.0,0.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,8844,2021-02-03,211.0,211.0,160.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5676,2021-02-03,230.0,230.0,160.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,8727,2021-02-03,211.0,211.0,160.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11521,2021-02-03,36.0,36.0,15.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11566,2021-02-03,696.0,696.0,440.0,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11224,2021-02-03,84.0,84.0,22.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,3978,2021-02-03,132.0,132.0,60.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,8782,2021-02-03,11.0,11.0,8.47,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5367,2021-02-03,0.0,0.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,4712,2021-02-03,,,,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,7022,2021-02-03,72.0,72.0,40.99,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11213,2021-02-03,120.0,120.0,50.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11257,2021-02-03,840.0,840.0,350.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11314,2021-02-03,144.0,144.0,90.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,10802,2021-02-03,60.0,60.0,15.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,2853,2021-02-03,5.0,5.0,2.6,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11212,2021-02-03,120.0,120.0,50.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11095,2021-02-03,25.0,25.0,20.45,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11129,2021-02-03,936.0,936.0,600.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11130,2021-02-03,1176.0,1176.0,750.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11214,2021-02-03,120.0,120.0,50.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11211,2021-02-03,120.0,120.0,50.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11215,2021-02-03,120.0,120.0,50.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11258,2021-02-03,936.0,936.0,390.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11259,2021-02-03,1020.0,1020.0,425.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,116,2021-02-03,36.0,36.0,30.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,10900,2021-02-03,72.0,72.0,28.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11054,2021-02-03,12.0,12.0,7.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,10817,2021-02-03,18.0,18.0,10.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11085,2021-02-03,180.0,180.0,100.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,41,2021-02-03,60.0,60.0,25.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,428,2021-02-03,72.0,72.0,45.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,120,2021-02-03,300.0,300.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11525,2021-02-03,336.0,336.0,140.0,,,0.0,140.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11619,2021-02-03,30.0,30.0,12.5,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,303,2021-02-03,30.0,30.0,15.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11620,2021-02-03,0.0,0.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11633,2021-02-03,0.0,0.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11627,2021-02-03,0.0,0.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11629,2021-02-03,0.0,0.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,10927,2021-02-03,36.0,36.0,1.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,4001,2021-02-03,,,,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,396,2021-02-03,,,,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,3937,2021-02-03,108.0,108.0,60.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,4076,2021-02-03,1176.0,1176.0,600.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11174,2021-02-03,2232.0,2232.0,1260.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,2830,2021-02-03,210.0,210.0,87.5,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11231,2021-02-03,870.0,870.0,550.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11104,2021-02-03,18.0,18.0,8.98,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5381,2021-02-03,1.17,1.17,1.17,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11484,2021-02-03,1092.0,1092.0,700.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5363,2021-02-03,0.0,0.0,0.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,8070,2021-02-03,54.0,54.0,40.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,3968,2021-02-03,90.0,90.0,70.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5578,2021-02-03,102.0,102.0,85.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5577,2021-02-03,120.0,120.0,75.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11105,2021-02-03,30.0,30.0,23.64,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11299,2021-02-03,60.0,60.0,32.5,,,,,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,11454,2021-02-03,385.0,385.0,321.0,,,0.0,0.0,,
1,PADRAO,N,300.0,S,0.0,1,26,A,,N,N,5631,2021-02-03,0.0,0.0,0.0,,,0.0,0.0,,
